Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Domaine David Duband Gevrey-Chambertin 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb49a24b323fe0a269Domaine20David20Duband20Gevrey-Chambertin202016.png,354889,750ml,ml,(RP: 92; WS: 94),10,568,David Duband,2016,France,Cote de Nuits,Red,Pinot Noir,Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"Spring, Autumn",Soil Type: Limestone,"A classic Pinot Noir from the Cote de Nuits region, this wine offers a delicate balance of fresh fruit flavors, subtle minerality, and a hint of earthy complexity, all wrapped up in a silky, medium-bodied package.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Domaine de Chevalier Rouge 1986,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208389e575f0f0e1414afDomaine20de20Chevalier20Rouge201986.png,354891,750ml,ml,RP: 92; WS: 90,10,998,Domaine de Chevalier,1986,France,Right Bordeaux,Red,Merlot,/ Drink within 5 years.,/ Aged in oak barrels for 24 months.,"autumn, winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering flavors of plum, blackberry, and black cherry, complemented by subtle hints of earth and spice, with a long, satisfying finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Domaine de Chevalier Rouge 1993,https://drive.google.com/file/d/1GVKdEwXYDutGXcbz4bM4V7Shxtm9inU-/view?uspdrivelink,354893,750ml,ml,RP: 88; WS: 90,10,848,Domaine de Chevalier,1993,France,Right Bordeaux,Red,Merlot,/ Drink within 5 years.,/ Aged in French oak barrels for 18-24 months.,"Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Merlot with a velvety texture, offering flavors of plum, blackberry, and black cherry, complemented by subtle hints of earth and spice, with a long, satisfying finish.",/ Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Domaine de Montbourgeau Cotes du Jura Secret de Montbourgeau NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebdf5c1e097e38c6fbDomaine20de20Montbourgeau20Cotes20du20Jura20Secret20de20Montbourgeau20NV.png,354895,750ml,ml,(RP: 88; WS: 90),10,448,Domaine de Montbourgeau,Non-Vintage,New Zealand,Central Otago,White,Pinot Noir,/ Drink now or within 3 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, Autumn",Soil Type: Clay,"A delicate Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, finishing dry and crisp.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Domaine Derey Freres Bourgogne Clos des Marcs Monopole 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320837fd718c21c065860bDomaine20Derey20Freres20Bourgogne20E2809CClos20des20MarcsE2809D20Monopole202022.png,354897,750ml,ml,(RP: 92; WS: 90),10,328,Derey Freres,2022,France,Burgundy,Red,Chardonnay,/ Drink within 5 years,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, subtle minerality, and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Derey Freres Bourgogne Montre Cul 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083bef821f3695a615d0Domaine20Derey20Freres20Bourgogne20E2809CMontre20CulE2809D202022.png,354899,750ml,ml,(RP: 88; WS: 90),10,248,Derey Freres,2022,France,Burgundy,Red,Pinot Noir,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"Spring, Summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a light body, showcasing the classic Burgundian style.",Occasion: Casual,Light,Medium,12.5,Fresh,Medium,Dry
Domaine Derey Freres Gevrey Chambertin 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67320839338db028baa8c4aeDomaine20Derey20Freres20Gevrey20Chambertin202022.png,354901,750ml,ml,(RP: 92; WS: 90),10,498,Derey Freres,2022,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with 20 new oak.,"autumn, winter",Soil Type: Limestone,"A classic Pinot Noir from the Cote de Nuits region, this wine offers a delicate balance of fresh fruit flavors, subtle minerality, and a hint of earthy undertones, all wrapped up in a silky, medium-bodied package with a crisp, dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Derey Freres Marsannay Champs Salomon 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083ab65b61a674cded26Domaine20Derey20Freres20Marsannay20Champs20Salomon202022.png,354903,750ml,ml,(RP: 92; WS: 90),10,398,Derey Freres,2022,France,Cote de Nuits,White,Pinot Noir,/ Drink within 5 years.,"/ Aged in French oak barrels for 12 months, with 25 new oak and 75 second-fill oak.","Spring, Summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, resulting in a well-balanced and refined wine with a dry finish.",/ Occasion: Celebration,Light,Medium,12.5,Fresh,Medium,Dry
Domaine Derey Freres Marsannay Les Champs Perdrixs 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083ab6b62ff5be912f01Domaine20Derey20Freres20Marsannay20Les20Champs20Perdrixs202021.png,354905,750ml,ml,(RP: 92; WS: 90),10,388,Derey Freres,2021,France,Cote de Nuits,White,Pinot Noir,Drink within 5 years.,/ Aged in French oak barrels for 12 months with 20 new oak.,"spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit aromas, medium acidity, and a light body. The wine showcases a subtle minerality and a dry finish, making it a perfect pairing for delicate dishes.",/ Occasion: Celebration,Light,Medium,12.8,Fresh,Medium,Dry
Domaine Derey Freres Marsannay Blanc 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208385152e4595306dac4Domaine20Derey20Freres20Marsannay20Blanc202022.png,354907,750ml,ml,(RP: 90; WS: 92),10,298,Derey Freres,2022,France,Cote de Nuits,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"summer, spring",Soil Type: Limestone,"This Chardonnay from Cote de Nuits offers a harmonious balance of fresh fruitiness and medium minerality, with a medium body and crisp acidity, culminating in a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine des Jeunes Pousses Beaujolais dEmeringes Aux Chanes 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad273b190ea1e1d0b40Domaine20des20Jeunes20Pousses20Beaujolais20d27Emeringes20Aux20Chanes202021.png,354909,750ml,ml,RP: 88; WS: 90,10,268,Domaine des Jeunes,2021,France,Beaujolais,Red,Gamay,/ Drink within 3-5 years.,/ Aged in stainless steel with partial carbonic maceration.,"spring, summer",Soil Type: Granite,"A delicate and refreshing Beaujolais with a vibrant fruitiness, medium acidity, and a subtle off-dry sweetness, perfect for sipping on a warm summer day.",Occasion: Casual,Light,Medium,12.5,Fresh,Low,Off-dry
Domaine des Jeunes Pousses Beaujolais dEmeringes La Croix 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad25079331077f228d5Domaine20des20Jeunes20Pousses20Beaujolais20d27Emeringes20La20Croix202021.png,354911,750ml,ml,RP: 88; WS: 90,10,258,Domaine des Jeunes,2021,France,Beaujolais,Red,Gamay,/ Drink within 5 years.,/ Aged in stainless steel with partial carbonic maceration.,"spring, summer",Soil Type: Granite,"A vibrant and refreshing Beaujolais with a light body, medium acidity, and a hint of sweetness. Fresh fruit flavors dominate the palate, with a subtle mineral undertone. Perfect for sipping on its own or pairing with lighter fare.",Occasion: Casual,Light,Medium,12.5,Fresh,Medium,Off-dry
Domaine des Jeunes Pousses Beaujolais dEmeringes Replat de Vavre 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad212ab66f45bc30efaDomaine20des20Jeunes20Pousses20Beaujolais20d27Emeringes20Replat20de20Vavre202021.png,354913,750ml,ml,(RP: 88; WS: 90),10,258,Domaine des Jeunes,2021,France,Beaujolais,Red,Gamay,/ Drink within 3-5 years.,/ Aged in stainless steel with partial carbonic maceration.,"spring, summer",Soil Type: Granite,"A light-bodied Gamay from Beaujolais, offering fresh fruit flavors and medium acidity, with a subtle minerality and a dry finish.","Occasion: Casual: refreshing break, weekend brunch, casual dinner",Light,Medium,12.5,Fresh,Medium,Dry
Domaine Dugat-Py Meursault Vieilles Vignes Cote de Beaune 2007,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad214e6e06d838a39e1Domaine20Dugat-Py20Meursault20Vieilles20Vignes20Cote20de20Beaune202007.png,354915,750ml,ml,(RP: 92; WS: 90),10,"3,480.00",Dugat-Py,2007,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12-18 months with regular lees stirring.,"Autumn, Winter",Soil Type: Limestone,"A rich and complex Chardonnay with a medium body, showcasing a perfect balance of acidity and fruitiness, with notes of stone fruits, a hint of minerality, and a dry, crisp finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Domaine Dupont-Fahn Meursault Les Tillets Cote de Beaune 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e971c56169c7c60eb9Domaine20Dupont-Fahn20Meursault20Les20Tillets20Cote20de20Beaune202022.png,354917,750ml,ml,(RP: 92; WS: 90),10,598,Dupont-Fahn,2022,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",/ Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Faiveley Chambolle Musigny 1er Cru Aux Beaux Bruns 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad32558c24c42730e85Domaine20Faiveley20Chambolle20Musigny201er20Cru20Aux20Beaux20Bruns202018.png,354919,750ml,ml,(RP: 92; WS: 94),10,658,Faiveley,2018,France,Cote de Nuits,Red,Pinot Noir,Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"Autumn, Winter",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a subtle minerality, resulting in a well-balanced and refined wine with a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Faiveley Chambolle Musigny 1er Cru Les Charmes 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad2667430263c6fe1f5Domaine20Faiveley20Chambolle20Musigny201er20Cru20Les20Charmes202020.png,354921,750ml,ml,(RP: 92; WS: 94),10,898,Faiveley,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak.","Spring, Autumn",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit aromas, medium acidity, and a subtle mineral undertone, leading to a dry and refined finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Faiveley Gevrey Chambertin 1er Cru Clos des Issarts 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad3d5b1010043d7dc04Domaine20Faiveley20Gevrey20Chambertin201er20Cru20Clos20des20Issarts202020.png,354923,750ml,ml,(RP: 92; WS: 94),10,958,Faiveley,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak and 70 seasoned oak.","autumn, winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, this wine boasts a medium-bodied frame, fresh fruit flavors, and a subtle minerality that adds depth and complexity. The finish is dry and satisfying, making it an excellent pairing for a variety of dishes.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Florent Garaudet Monthelie Sous le Cellier Cote de Beaune 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e84e0c2b49adfefdf7Domaine20Florent20Garaudet20Monthelie20Sous20le20Cellier20Cote20de20Beaune202016.png,354925,750ml,ml,(RP: 92; WS: 90),10,459,Florent Garaudet,2016,France,Cote de Beaune,Red,Chardonnay,Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Francoise Andre Corton Les Renardes Grand Cru 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e8c19f9467dc9c2476Domaine20Francoise20Andre20Corton20Les20Renardes20Grand20Cru202020.png,354927,750ml,ml,(RP: 92; WS: 90),10,998,Francoise Andre,2020,France,Cote de Beaune,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,,Soil Type: Limestone,"A delicate and refined Pinot Noir with a medium body, showcasing fresh fruit flavors and a subtle minerality, balanced by a crisp acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Gilbert et Christine Felettig Chambolle-Musigny Vieilles Vignes 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b978046947150015dDomaine20Gilbert20et20Christine20Felettig20Chambolle-Musigny20Vieilles20Vignes202020.png,354929,750ml,ml,RP: 92; WS: 90,10,890,Gilbert et Christine Felettig,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 5-7 years.,"/ Aged for 12-14 months in 30 new French oak barrels, with regular stirring of the lees to enhance complexity and texture.","Spring, Autumn",Soil Type: Limestone,"A rich and elegant Pinot Noir with a medium body, showcasing a rich fruitiness and a subtle minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Rich,Medium,Dry
"Domaine Huet Vouvray Le Haut Lieu Sec, Loire 2019",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea248f6736ced6f0aeDomaine20Huet20Vouvray2027Le20Haut20Lieu2720Sec2C20Loire202019.png,354931,750ml,ml,(RP: 92; WS: 90),10,298,Huet Vouvray,2019,France,Loire Valley,White,Chenin Blanc,/ Drink within 10 years.,/ Aged in a combination of stainless steel and oak barrels for 12-18 months.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing white wine with a medium body, showcasing fresh fruit flavors, high acidity, and a hint of sweetness, balanced by a medium minerality, perfect for sipping on its own or pairing with delicate fish dishes.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Off-dry
Domaine Jean Fery Bourgogne Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208383c41597f4ec6befeDomaine20Jean20Fery20Bourgogne20Blanc202021.png,354933,750ml,ml,(RP: 88; WS: 90),10,298,Jean Fery,2021,France,Burgundy,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular stirring of the lees.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Jean Fery Chassagne-Montrachet Abbaye de Morgeot 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083897804694714fff8fDomaine20Jean20Fery20Chassagne-Montrachet20Abbaye20de20Morgeot202021.png,354935,750ml,ml,(RP: 92; WS: 90),10,970,Jean Fery,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"A classic Chardonnay from the Cote de Beaune region, offering a harmonious balance of fresh fruit flavors, subtle minerality, and a hint of oak, all wrapped up in a medium-bodied package with a crisp, dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Domaine Jean Fery Corton Charlemagne Grand Cru 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083aa63da4ba03542784Domaine20Jean20Fery20Corton20Charlemagne20Grand20Cru20Blanc202021.png,354937,750ml,ml,(RP: 92; WS: 94),10,"1,780.00",Jean Fery,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with regular lees stirring.,"summer, autumn",Soil Type: Limestone,"This Corton Charlemagne Grand Cru is a masterclass in elegance, with a medium-bodied frame and high acidity that cuts through the richness. Fresh fruit notes of green apple and pear are balanced by a subtle minerality, while the dry finish leaves you wanting another sip.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Domaine Jean Fery Corton Charlemagne Grand Cru Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083aa63da4ba03542784Domaine20Jean20Fery20Corton20Charlemagne20Grand20Cru20Blanc202021.png,354939,750ml,ml,(RP: 92; WS: 94),10,"1,580.00",Jean Fery,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12-18 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"This Corton Charlemagne Grand Cru Blanc is a masterclass in balance and finesse, offering a harmonious blend of fresh, citrusy fruit and subtle mineral undertones, all wrapped up in a crisp, high-acidity package that will leave you wanting more.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Domaine Jean Fery Meursault blanc 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083af8b006c89bbd44c6Domaine20Jean20Fery20Meursault20blanc202022.png,354941,750ml,ml,(RP: 92; WS: 90),10,740,Jean Fery,2022,France,Cote de Beaune,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing white wine with flavors of green apple, pear, and a hint of citrus, balanced by a subtle minerality and a smooth, dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
